Post Text,LLM Response,Parsed Code,Parsed Microlabel,Parsed Macrolabel,date,About Israel
"Beitragsblocker siegt vor Landgericht München gegen ""ARD ZDF Beitragsservice"". Eine eingeleitete Zwangsvollstreckung zu Gunsten des Bayerischen Rundfunks wurde vom Gericht abgelehnt. 

"" Das Landgericht München hat in der vergangenen Woche in einem Verfahren in 2. Instanz der Beschwerde einer promovierten Rechtsanwältin stattgegeben.

Die Juristin hatte die Argumentation des Beitragsblockers verwendet, um die Vollstreckung von Rundfunkbeiträgen wirksam zu verhindern. Die Klägerin hatte seit 2022 keine Rundfunkgebühren mehr bezahlt und gegen sämtliche Festsetzungsbescheide Widerspruch eingelegt sowie letztlich Klage erhoben. Die Klägerin hatte sich zusätzlich mit einer Beschwerde gegen die Eintragung im Schuldnerregister gewandt. Ihr Widerspruch war nun erfolgreich. Der öffentlich-rechtliche Rundfunk, hier der Bayerische Rundfunk, hatte aufgrund des laufenden Klageverfahrens auf die weitere Vollstreckung ausdrücklich verzichtet.

""Der rechtliche Hintergrund ist von erheblicher und grundsätzlicher Bedeutung"", so die Rechtsanwältin Karolin Ahrens, die das Anwaltsteam des Beitragsblockersleitet. ""Sämtliche Gerichtsvollzieher in der Bundesrepublik sind seit dem 01.08.2012 freiberuflich tätig und aufgrund einschlägiger Gesetzesänderungen u.a. in der GVO (Gerichtsvollzieherordung) nicht mehr als Beamte der Justiz tätig."" Voraussetzung für eine Ersatzvornahme - sprich dass ein Freiberuflicher hoheitlich tätig werden darf - ist nämlich, dass die Handlung übertragbar ist. Gemäß Art. 33 Abs. 4 GG iVm Art. 1 GG und Art. 20 Abs. 2 und 3 GG ist jedoch die Zwangsvollstreckung - die ggf. unter Anwendung oder Androhung unmittelbaren Zwangs erfolgt - nicht auf Freiberufler übertragbar und damit in der jetzigen Form verfassungswidrig.

Dies hat auch das BVerfG schon in seiner Entscheidung vom 27.4.1959 festgestellt (BVerfGE 9, 268): „Würde die ständige Ausübung hoheitlicher Befugnisse in größerem Umfang auf Nichtbeamte übertragen, so wäre dies mit dem Grundgesetz nicht vereinbar.“

Der Gerichtsvollzieher ist verpflichtet, eine Inkassolizenz zu beantragen, eine Vermögensschadenhaftpflichtversicherung abzuschließen, ein Gewerbe anzumelden sowie Steuern abzuführen. Bislang ist der Gerichtsvollzieher lediglich bei der Unfallversicherung für die privatwirtschaftlich Tätigen aufgenommen worden. Er ist insbesondere nicht befugt, eine Vermögensauskunft iSv § 802a, 802c ff ZPO abzunehmen. Nach Einschätzung der Anwälte des Beitragsblockers handelt es sich hier um massive Grund - und Menschenrechtsverletzungen. Der Gerichtsvollzieher dürfte derzeit mit seinem Privatvermögen haften.  Auch ist bei entsprechender Kenntnis des Gerichtsvollziehers zu prüfen, ob Straftatbestände erfüllt werden. In Frage kommen Amtsanmaßung, Titelmissbrauch und Nötigung bis hin zum Raub.

Die von den freiberuflich tätigen Gerichtsvollziehern verlangte Vermögensauskunft steht in keinem unmittelbaren Zusammenhang mit einem ""Offenbarungseid"" wie es veraltet vor Eintritt einer Insolvenz bezeichnet wurde. Die Vermögensauskunft soll dem Gläubiger die Möglichkeit zur Prüfung eröffnen, an welcher Stelle er noch Vermögen abschöpfen kann. Ob der Betroffene tatsächlich insolvent ist oder finanziell gut ausgestattet, belegt diese Auskunft nicht. Insbesondere, da es sich nach der juristischen Bewertung des Anwaltsteams von Beitragsblocker um eine Straftat handelt. Der ""Gerichtsvollzieher"" handelt rechtswidrig, sodass diese Informationen keine negativen Rechtsfolgen für den Betroffenen haben können, sondern im Gegenteil, erhebliche Entschädigungsansprüche auslösen.""

📌 Nach dem Vorgenannten sind also die Vollstreckungshandlungen der Gerichtsvollzieher bzgl GEZ-Bescheiden unzulässig.

Quelle

👉 Unterstützen & Abonnieren ! 👈
➡️ www.kulturstudio.tv",1,1,Finanzielle Stabilität und Lebenshaltungskosten,Allgemeine Bedenken,2023-10-21T18:38:04.000Z,0
https://youtu.be/VilMGJdSt6o?si=ciXATdBJZv7Ios-S,23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-12T11:54:14.000Z,invalid
"Dr. David E. Martin: „Gen-Spritzen – einer der größten Völkermorde der Geschichte“ ☠️💉

Die mRNA-Injektionen lösen Krebs und Herzkrankheiten aus – das sei seit vielen Jahren bekannt, sagt der US-amerikanische Gesundheitsforscher Dr. David E. Martin. Im „Großen Interview AUF1“ benennt er die Verantwortlichen dieses Verbrechens – und wer sie finanzierte. Diese seien in krimineller Weise an einem der größten Völkermorde in der Geschichte der Menschheit beteiligt. Brisante Enthüllungen – belegt anhand ihrer eigenen, offiziellen Quellen.

Hier die ganze Sendung „Das große Interview AUF1“ ansehen: ▶️ https://auf1.tv/das-grosse-interview/dr-david-e-martin-gen-spritzen-einer-der-groessten-voelkermorde-der-geschichte",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-06T09:32:01.000Z,0
"Dr. David E. Martin: „Gen-Spritzen – einer der größten Völkermorde der Geschichte“ ☠️💉

Die mRNA-Injektionen lösen Krebs und Herzkrankheiten aus – das sei seit vielen Jahren bekannt, sagt der US-amerikanische Gesundheitsforscher Dr. David E. Martin. Im „Großen Interview AUF1“ benennt er die Verantwortlichen dieses Verbrechens – und wer sie finanzierte. Diese seien in krimineller Weise an einem der größten Völkermorde in der Geschichte der Menschheit beteiligt. Brisante Enthüllungen – belegt anhand ihrer eigenen, offiziellen Quellen.

Hier die ganze Sendung „Das große Interview AUF1“ ansehen: ▶️ https://auf1.tv/das-grosse-interview/dr-david-e-martin-gen-spritzen-einer-der-groessten-voelkermorde-der-geschichte",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-05T17:00:10.000Z,0
"Wie im Krieg, sagt Datenanalyst: Geburtenrückgang nach Covid-Spritze 2023 noch ärger

Der Geburten-Rückgang in der Schweiz habe im Jahr 2022 ein Tief historischen Ausmaßes erreicht – und sei im Jahr 2023 noch dramatischer als im Vorjahr. Auch die Übersterblichkeit sei nunmehr seit 75 Wochen anhaltend. Diese trat unmittelbar nach der zweiten Gen-Injektion ein. Ein Zusammenhang mit den experimentellen Spritzen ist für Prof. Dr. Konstantin Beck damit nicht von der Hand zu weisen.

➡️ Den ganzen Beitrag „Das große Interview AUF1“ sehen Sie hier: https://www.auf1.tv/das-grosse-interview/wie-im-krieg-sagt-datenanalyst-geburtenrueckgang-nach-covid-spritze-2023-noch-aerger",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-01T10:12:01.000Z,0
"📌📌📌
Ach ist das herrlich. 😂😂😂

Putin ist nimmer schuld. Sie haben einen neuen Sündenbock. 

Passt doch perfekt oder ??? 😃🤦‍♀️😃

Quelle

☀️🍷🍿   Lust auf Gute Laune? 

♟️🐇📕   Lust auf Wissen?",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-10T18:03:57.000Z,0
https://www.youtube.com/watch?v=WK-et2vw3e8,23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-04T14:53:46.000Z,1
"📝 Die EU, Großbritannien und Italien haben keine Waffen mehr für Kiew  
 ➥ Hier den Artikel lesen
Am 3. Oktober gab es gleich drei Meldungen darüber, dass der Westen Kiew bald (fast) keine Waffen mehr schicken kann. Außerdem gab es eine Telefonkonferenz von US-Präsident Biden mit den wichtigsten europäischen Regierungschefs zu dem Thema.
@AntiSpiegel • Thomas Röper",3,3,Russland-Ukraine-Konflikt,Allgemeine Bedenken,2023-10-03T18:35:15.000Z,0
"Insider packen aus: So groß ist das Koffer-Chaos am Münchner Flughafen wirklich.
EXKLUSIV: Unglaubliche Innenansichten – Zustände wie in der Dritten Welt. Oder schlimmer?  
Eine ganze Wartungshalle voll mit Abtertausenden Koffern, Spürhunde, die das Gepäck auf Lebensmittel kontrollieren sollen, weil teilweise schon die Maden kriechen, Verbrennung der Koffer – und eine Flughafenführung, die mauert. Insider berichten Unglaubliches. Voilà: https://reitschuster.de/post/insider-packen-aus-so-gross-ist-das-koffer-chaos-am-muenchner-flughafen-wirklich/",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-03T15:40:21.000Z,0
"Insider packen aus: So groß ist das Koffer-Chaos am Münchner Flughafen wirklich.
EXKLUSIV: Unglaubliche Innenansichten – Zustände wie in der Dritten Welt. Oder schlimmer?  
Eine ganze Wartungshalle voll mit Abtertausenden Koffern, Spürhunde, die das Gepäck auf Lebensmittel kontrollieren sollen, weil teilweise schon die Maden kriechen, Verbrennung der Koffer – und eine Flughafenführung, die mauert. Insider berichten Unglaubliches. Voilà: https://reitschuster.de/post/insider-packen-aus-so-gross-ist-das-koffer-chaos-am-muenchner-flughafen-wirklich/",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-03T15:40:21.000Z,0
"… weshalb Psychologen während Corona nicht kollektiv aufgeschrien sondern stramm mitgemacht haben könnten:

Dieses Konzeptpapier des bdp (Berufsverbandes Deutscher Psychologinnen und Psychologen)  in Zusammenschluss mit  weiteren  psychologischen Berufsverbänden vom Juni 2020  interpretierte die Rolle der Psychologie während der Pandemie. 

Es forderte die Psychologen  dazu auf, ihr Wissen über die menschliche Psyche und die  „Gesetzmäßigkeiten der menschlichen Motivation und  Informationsverarbeitung“ zu nutzen, um die Akzeptanz beispielsweise für  Lockdowns unter der Bevölkerung zu steigern.

https://www.bdp-verband.de/fileadmin/user_upload/BDP/newssystem/aktuelles/pdf/Statement_PDF/statement-papier-corona_psych-orga.pdf

t.me/Rosenbusch",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-31T07:03:06.000Z,0
"Ricarda die Entrückte – wie sie unsere Wirtschaft ruiniert.
Grünen-Chefin wirkt wie lebender Beweis für Dunning-Kruger-Effekt.
Ihre Mindestlohn-Pläne zeigen, wie wenig Ahnung sie von der Arbeitswelt hat – die sie mit ihrer Funktionärs-Karriere nie kennenlernte. Diese fehlende Kompetenz kann sie aber offenbar nicht als Problem erkennen. Hier mein neuer Artikel: https://reitschuster.de/post/ricarda-die-entrueckte-wie-sie-unsere-wirtschaft-ruiniert/",21,21,Bewertung politischer Positionen,Politische Parteien und Meinungen,2023-10-18T11:46:09.000Z,0
"Angebliche „Lauterbach-Verschwörer“ festgenommen.
Neuer ""rechter"" Operetten-Putsch.
Ein paar Verwirrte planen in Chats einen Umsturz. Faeser & Co. passt das wunderbar in ihre Agenda, Medien und Behörden blasen die Gefahr massiv auf. Wenn es sie nicht gäbe, müsste man sie geradezu erfinden. Hier mein neuer Text: https://reitschuster.de/post/angebliche-lauterbach-verschwoerer-festgenommen/",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-10T17:06:50.000Z,0
"‼️ 👉 „Wir müssen mehr und schneller abschieben“, sagt der Bundeskanzler

""Mit klaren Worten hat sich Olaf Scholz für mehr und schnellere Abschiebungen ausgesprochen. Man müsse die Kraft haben, Menschen zu sagen, dass sie hier nicht bleiben könnten. Die Ampelparteien rief er unterdessen dazu auf, ihren Streit beizulegen.""


Red: Erstaunlich wie schnell sich die Zeiten ändern. Vor gut 3 Wochen noch undenkbar...

https://www.welt.de/politik/deutschland/article248105694/Olaf-Scholz-Wir-muessen-mehr-und-schneller-abschieben-sagt-der-Bundeskanzler.html",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-20T13:14:54.000Z,0
"ZAAVV.com: Medienmitteilung Strafanzeige gegen Unterstützer der Corona-Impfpflicht
Wir stehen an einem entscheidenden Punkt, an dem die Wahrung der Menschenrechte und die Integrität unserer demokratischen Institutionen auf dem Spiel stehen. Im Folgenden findet ihr unsere offizielle Medienmitteilung zur bevorstehenden Strafanzeige gegen Unterstützer der Corona-Impfpflicht. Dies ist ein entscheidender Moment, und wir möchten, dass ihr alle Details kennt.

Wer die Menschenwürde verletzt, gehört bestraft!

Das Zentrum zur Aufarbeitung, Aufklärung, juristischen Verfolgung und Verhinderung von Verbrechen gegen die Menschheit aufgrund der Corona-Maßnahmen (ZAAVV) und verbündete Organisationen reichen am 10. Dezember 2023 bei der Bundesanwaltschaft in Karlsruhe Strafanzeigen ein gegen Politiker, Minister, Richter und weitere Personen, die zur Einführung einer einrichtungsbezogenen Impfpflicht bzw. Impfpflicht für Angehörige der Bundeswehr beitrugen und sich damit mutmaßlich eines Verbrechens gegen die Menschheit gem. § 7 des Völkerstrafgesetzbuchs schuldig machten. Die Anzeigen werden am 10. Dezember 2023 bei der Bundesanwaltschaft in Karlsruhe eingereicht und vor Ort im Rahmen einer grossen Medienkonferenz der Öffentlichkeit vorgestellt.

Die vom Grundgesetz – in Artikel 1 – für unantastbar erklärte «Würde des Menschen» verbietet jegliches Aufwiegen und Werten von Menschenleben als dem höchsten Rechtsgut, das ein Staat zu schützen hat. Es ist darum unerheblich, wie viele Menschenleben durch die verschiedenen Massnahmen möglicherweise gerettet wurden. Der Staat darf keine generell-abstrakten Normen erlassen, wenn er dabei auch nur in Betracht zieht, dass durch deren Umsetzung Menschen an Leib und Leben zu Schaden kommen werden.

Dass dieses Verbot kategorisch ist, also keine Ausnahmen zulässt, haben das Bundesverfassungsgericht und der Europäische Gerichtshof für Menschenrechte (EGMR) mehrfach unmissverständlich klargemacht: So urteilte das BVerfG etwa im Fall «Gäfgen», dass «Methoden, die die Freiheit der Willensentschließung nach § 136 a StPO beeinträchtigen, verboten sind, weil sie gegen die Menschenwürde (Art. 1 Abs.1 Satz 1 Grundgesetz) verstoßen. Der EGMR fügte im gleichen Zusammenhang an, dass «unabhängig vom Verhalten des Betroffenen auch zur Rettung von Leben und selbst im Fall eines Notstandes für den gesamten Staat [eine Verletzung der Menschenwürde eines Einzelnen] nicht gerechtfertigt werden» könne. (EGMR Nr. 22978/05 (Große Kammer) - Urteil vom 1. Juni 2010 (Gäfgen vs. Deutschland)

Bedeutsam ist in diesem Zusammenhang auch das Urteil des Ersten Senats vom 15. Februar 2006 - 1 BvR 357/05: «Die Ermächtigung der Streitkräfte durch unmittelbare Einwirkung mit Waffengewalt ein Luftfahrzeug abzuschießen, das gegen das Leben von Menschen eingesetzt werden soll, ist mit dem Recht auf Leben nach Art. 2 Abs. 2 Satz 1 GG in Verbindung mit der Menschenwürdegarantie des Art. 1 Abs. 1 GG nicht vereinbar, soweit davon tatunbeteiligte Menschen an Bord des Luftfahrzeugs betroffen werden.» Die Diskussion um das TV-Experiment «Terror» zeigten damals, warum solche Entscheide mit gutem Grund dem demokratischen Diskurs entzogen sind. Die Würde des Menschen ist unantastbar. Punkt. Wer sie als Repräsentant des Staates antastet, bewegt sich ausserhalb des Grundgesetzes und gehört bestraft.",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-27T15:19:48.000Z,0
"Stellungnahme zur Untersuchungshaft von Dr. Reiner Füllmich und Kritik an Haftbedingungen für Wirtschaftsstraftaten

Stuttgart/19.10.2023 - Michael Ballweg, Gründer der Querdenken-Bewegung, äußert sich zur Untersuchungshaft von Dr. Reiner Füllmich und kritisiert die Haftbedingungen für Wirtschaftsstraftaten in Deutschland.

https://presse.querdenken-711.de/pressemitteilungen/stellungnahme-zur-untersuchungshaft-von-dr-reiner-fuellmich-und-kritik-an-haftbedingungen-fuer-wirtschaftsstraftaten/

QUERDENKEN-711 Stuttgart, @querdenken_711, https://querdenken-711.de",16,16,Rechts- und Justizsystem,Vertrauen in Institutionen,2023-10-19T07:42:27.000Z,0
"Laut Umfrage kommt Wagenknecht auf Anhieb auf 12 Prozent.
Kurs Richtung Sozialismus - mit nationaler Lackierung.
Die Parteigründung hat das Zeug, die politische Landschaft in Berlin durcheinander zu wirbeln. Was dabei viele vergessen: Wagenknecht will und wird die Bundesrepublik noch weiter nach Links steuern. Hier mein neuer Text: https://reitschuster.de/post/laut-umfrage-kommt-wagenknecht-auf-anhieb-auf-12-prozent/",19,19,Parteienideologien und politische Positionen,Politische Parteien und Meinungen,2023-10-23T16:53:49.000Z,0
"🔷 Epoch Times: Health Canada räumt ein, dass die Sequenz des Samian Virus 40 (SV40) in Comirnaty enthalten ist🔷 Pfizer hat die Sequenz gegenüber Health Canada nicht angegeben🔷

Epoch Times berichtet, dass Health Canada als erste Zulassungsbehörde eingeräumt habe, dass die Sequenz des Samian Virus 40 (SV40) in Comirnaty enthalten ist. Pfizer habe bei der Beantragung der Zulassung nicht angegeben, dass diese Sequenz in der mRNA kodiert sei. 

Damit bestätigt Health Canada die Erkenntnisse von Kevin McKernan und anderen Wissenschaftlern, die diese Sequenz im Rahmen ihrer Untersuchungen gefunden hatten.

In einem Email an Epoch Times soll Health Canada ausgeführt haben: (Übersetzung von mir):

„Health Canada erwartet von Antragstellern, dass sie zum Zeitpunkt der Einreichung alle biologisch funktionellen DNA-Sequenzen innerhalb eines Plasmids (z. B. eines SV40-Enhancers) identifizieren.""

und

„Obwohl die vollständige DNA-Sequenz des Pfizer-Plasmids zum Zeitpunkt der Erstanmeldung bereitgestellt wurde, hat der Antragsteller die SV40-Sequenz nicht spezifisch identifiziert.“

Der SV40 wird nach Ergebnissen vieler Forscher in Zusammenhang gebracht mit menschlichen Tumoren. So wurde beispielsweise bei Patienten mit Glioblastom multiforme, Osteosarkom und Non-Hodgkin-Lymphom eine deutlich hohe Rate an Antikörpern gegen SV40 nachgewiesen.

Wie steht das PEI dazu? Warum werden nach wie vor keine eigenen Untersuchungen durch das PEI durchgeführt?

‼️Das PEI müsste dringend den Rückruf von Comirnaty und die Aussetzung der Zulassung veranlassen. Hierzu ist es nach §  69 Abs. 1a S. 4 AMG berechtigt und verpflichtet, auch bei zentral zugelassenen Arzneimitteln.‼️

🔷 Rechtsanwältin Dr. Brigitte Röhrig
🔹Autorin des Buches ""Die Corona-Verschwörung""
Mein Kanal: 👉 Klick",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-20T07:19:58.000Z,0
